IDnr	Word	Length	LemmaFreq	WordFreq
10949	βραχνάδα	8	0	0.2
10950	βράχυνση	8	0	0.1
10951	βραχώδης	8	3	0.3
10952	βρεφικός	8	2	0
10953	βρομερός	8	1	0
10954	βρόμικος	8	4	0.3
10955	βρομούσα	8	0	0
10956	βρομύλος	8	0	
10957	βρόντημα	8	0	0
10958	βροχερός	8	1	0.3
10959	βροχηδόν	8	0	0.2
10960	βρόχινος	8	0	
10961	βρυχώμαι	8	1	0
10962	βρώσιμος	8	0	
10963	βυσσινής	8	1	
10964	βυσσινιά	8	0	0.1
10965	βωμολοχώ	8	0	
10966	γάβγισμα	8	1	0.3
10967	γαζώτρια	8	0	0
10968	γάιδαρος	8	2	0.7
10969	γαϊδούρα	8	0	0.2
10970	γαϊδούρι	8	2	0.8
10971	γαλάζιος	8	15	1.4
10972	γαλαξίας	8	7	1.8
10973	γαληνεύω	8	1	0
10974	γαλήνιος	8	2	0.3
10975	γαλλικός	8	137	2.9
10976	γαλλιστί	8	0	0.1
10977	γαλουχία	8	1	0.7
10978	γαμήλιος	8	3	
10979	γαντζώνω	8	2	
10980	γάργαρος	8	0	0
10981	γαρδένια	8	0	0
10982	γαριδάκι	8	1	0
10983	γαρίφαλο	8	2	0.5
10984	γατίσιος	8	0	
10985	γατόψαρο	8	0	0
10986	γδάρσιμο	8	0	0.2
10987	γείτονας	8	82	53.2
10988	γειτονιά	8	28	14.3
10989	γειτονία	8	5	1.1
10990	γελαστός	8	2	0.4
10991	γελιέμαι	8	3	0.1
10992	γεμιστής	8	0	
10993	γεμιστός	8	0	
10994	γενάρχης	8	1	0.3
10995	γενέθλια	8	7	4.3
10996	γενειάδα	8	1	0.9
10997	γενέσθαι	8	4	3.8
10998	γενικεύω	8	20	0.1
10999	γενναίος	8	18	1.6
11000	γερακίνα	8	0	0.3
11001	γεράματα	8	2	1.8
11002	γερατειά	8	0	0.3
11003	γέροντας	8	7	1.8
11004	γερόντιο	8	0	0
11005	γερουσία	8	11	5.6
11006	γεφύρωμα	8	0	0.1
11007	γεφυρώνω	8	4	
11008	γεφύρωση	8	1	0.7
11009	γεωλογία	8	2	0.7
11010	γεωλόγος	8	2	0.5
11011	γεωπονία	8	1	0
11012	γεωπόνος	8	6	1.1
11013	γεώτρηση	8	5	0.6
11014	γηραλέος	8	0	0.1
11015	γηρατειά	8	2	1.5
11016	γητευτής	8	0	0.1
11017	γητεύτρα	8	0	0
11018	γιαούρτη	8	0	
11019	γιαούρτι	8	4	2
11020	γιατρειά	8	1	0.7
11021	γιατρεύω	8	2	0
11022	γιατρικό	8	1	0.4
11023	γιατρίνα	8	1	0.4
11024	γίγαντας	8	10	2.5
11025	γιγάντια	8	2	1.5
11026	γινόμενο	8	2	1.7
11027	γιομάτος	8	1	0.1
11028	γιορτάζω	8	23	0.2
11029	γιορτάσι	8	0	0
11030	γιουχάρω	8	0	0
11031	γιρλάντα	8	1	0.1
11032	γκαζιέρα	8	0	0.3
11033	γκαζοζέν	8	1	0.5
11034	γκανιότα	8	0	0.1
11035	γκαραντί	8	0	0.3
11036	γκάρισμα	8	0	0.1
11037	γκαρσόνα	8	0	0.3
11038	γκαρσόνι	8	2	1.2
11039	γκλαβανή	8	0	0
11040	γκολτζής	8	1	0.4
11041	γκόμενος	8	0	0
11042	γκορτσιά	8	0	0.1
11043	γκοφρέτα	8	0	
11044	γκράφιτι	8	2	1.9
11045	γκρεμίζω	8	15	0
11046	γκρεμνός	8	0	
11047	γκριζάρω	8	0	
11048	γλαδιόλα	8	0	
11049	γλαύκωμα	8	0	0.1
11050	γλαφυρός	8	4	0.2
11051	γλείφτης	8	0	
11052	γλείψιμο	8	0	0.1
11053	γλεντζές	8	0	0.2
11054	γλεντζού	8	0	0
11055	γλίσχρος	8	0	0
11056	γλιτωμός	8	0	0
11057	γλοιώδης	8	0	0.1
11058	γλυκαίνω	8	2	0
11059	γλύκανση	8	0	
11060	γλυκερός	8	1	
11061	γλύκισμα	8	1	0.2
11062	γλυπτική	8	9	3.9
11063	γλύπτρια	8	1	0.4
11064	γλωσσάρι	8	1	0.4
11065	γλώσσημα	8	0	0
11066	γλωσσίδι	8	0	0
11067	γναθικός	8	0	
11068	γνωμικός	8	1	
11069	γνώμονας	8	11	0.7
11070	γνωριμία	8	14	7.5
11071	γνώριμος	8	10	1.3
11072	γνώρισμα	8	9	4.7
11073	γολγοθάς	8	3	1.2
11074	γονατίζω	8	5	
11075	γοτθικός	8	2	0
11076	γουικέντ	8	1	0.4
11077	γούμενος	8	0	0
11078	γουναράς	8	0	0.1
11079	γούνινος	8	1	
11080	γουόκμαν	8	0	0.4
11081	γούρικος	8	1	0.1
11082	γουρλώνω	8	1	
11083	γουρούνα	8	0	0.1
11084	γουρούνι	8	2	1.1
11085	γουστάρω	8	4	0.9
11086	γραβιέρα	8	0	0.1
11087	γρανίτης	8	2	0.3
11088	γραφικός	8	28	1.2
11089	γραφίτης	8	0	0.1
11090	γρήγορος	8	158	5.3
11091	γρύλισμα	8	0	0.2
11092	γυάλισμα	8	1	0.4
11093	γυμνάσιο	8	41	18.3
11094	γύμνασμα	8	0	
11095	γυμνικός	8	0	
11096	γυναικάς	8	0	0.3
11097	γυπαετός	8	0	0
11098	γυρισμός	8	2	0.5
11099	γυριστός	8	2	
11100	γυρίστρα	8	0	0
11101	γυφταριό	8	0	0
11102	γύφτικος	8	0	
11103	γύφτισσα	8	0	0.1
11104	γωνιαίος	8	0	
11105	γωνιακός	8	3	0
11106	γωνιώδης	8	1	0.2
11107	δάγκειος	8	0	0
11108	δαγκωνιά	8	0	0.1
11109	δαγκωτός	8	0	
11110	δαδούχος	8	0	0
11111	δαίδαλος	8	1	0.3
11112	δαίμονας	8	8	1.2
11113	δαιμόνιο	8	4	1.8
11114	δάκρυσμα	8	0	0
11115	δάκτυλος	8	5	0.9
11116	δαμαλίδα	8	0	0
11117	δαμαστής	8	0	0
11118	δανεικός	8	7	1.8
11119	δαντικός	8	0	0
11120	δασάρχης	8	2	1
11121	δάσκαλος	8	53	14.3
11122	δασόβιος	8	0	0
11123	δάφνινος	8	0	0
11124	δαφνώνας	8	0	
11125	δαχτυλιά	8	0	
11126	δεδομένο	8	263	36.7
11127	δειλιάζω	8	1	
11128	δεκαεπτά	8	6	4.5
11129	δεκαετής	8	4	0.3
11130	δεκαετία	8	204	83
11131	δεκανέας	8	1	0.5
11132	δεκανίκι	8	1	0.6
11133	δεκαοκτώ	8	9	6.4
11134	δεκαπλός	8	0	
11135	δεκάρικο	8	0	0.1
11136	δεκτικός	8	2	0.2
11137	δελτάριο	8	1	0.1
11138	δελφικός	8	1	0
11139	δελφίνος	8	3	0.3
11140	δεξαμενή	8	24	12
11141	δερβίσης	8	1	0.2
11142	δέσμευση	8	68	33.7
11143	δεσμώτης	8	2	0.9
11144	δεσπόζων	8	4	0
11145	δέσποινα	8	7	6.1
11146	δέσποτας	8	0	
11147	δεσπότης	8	2	0.7
11148	δεύτερος	8	741	46.8
11149	δηκτικός	8	2	0.3
11150	δηλωσίας	8	0	0
11151	δημαγωγώ	8	1	
11152	δημαρχία	8	3	2.2
11153	δήμαρχος	8	116	56.3
11154	δημοκοπώ	8	0	
11155	δημόσιος	8	969	14.6
11156	δημοτική	8	25	16.6
11157	διαβαίνω	8	4	0
11158	διαβάλλω	8	1	
11159	διάβασμα	8	6	5.1
11160	διαβάτης	8	2	0.1
11161	διαβατός	8	1	0
11162	διαβήτης	8	8	1.3
11163	διαβιώνω	8	0	
11164	διαβίωση	8	16	2.2
11165	διαβλέπω	8	6	0.4
11166	διαβολιά	8	0	0
11167	διάβολος	8	11	3
11168	διαβρέχω	8	0	
11169	διαβρώνω	8	7	
11170	διάβρωση	8	13	8.1
11171	διάγνωση	8	16	12.5
11172	διαγραφή	8	23	11.3
11173	διαγράφω	8	42	0.1
11174	διαγώνια	8	1	1
11175	διάδικος	8	10	2.5
11176	διάδοχος	8	19	6.2
11177	διαδρομή	8	56	34.6
11178	διάζευξη	8	1	0.5
11179	διαζύγιο	8	12	7.4
11180	διαθέτης	8	1	0.1
11181	διάθλαση	8	1	0.1
11182	διαίρεση	8	12	7.4
11183	διακονιά	8	0	
11184	διακονία	8	1	0.4
11185	διάκονος	8	1	0.3
11186	διακόπτω	8	64	1.1
11187	διακοσμώ	8	5	
11188	διακρίνω	8	80	1.6
11189	διάκριση	8	61	29.2
11190	διάλεγμα	8	0	
11191	διάλειψη	8	0	0
11192	διάλογος	8	210	56.1
11193	διαλύτης	8	3	0.1
11194	διαλυτός	8	3	0
11195	διαμάντι	8	5	1.9
11196	διάμεσος	8	4	0.1
11197	διαμηνύω	8	7	
11198	διανθίζω	8	5	
11199	διανόημα	8	0	
11200	διανόηση	8	4	1.4
11201	διανοίγω	8	3	
11202	διάνοιξη	8	5	3.7
11203	διάνυσμα	8	5	2.5
11204	διαπασών	8	1	1
11205	διαπλάθω	8	1	0
11206	διάπλαση	8	2	1.3
11207	διάπλατα	8	3	3
11208	διαπλέκω	8	12	0
11209	διάπλους	8	0	0.1
11210	διάπραξη	8	4	2.6
11211	διαπρέπω	8	5	0
11212	διαπύηση	8	0	
11213	διάπυρος	8	0	
11214	διάρκεια	8	322	282.8
11215	διαρπαγή	8	0	0.1
11216	διαρπάζω	8	0	
11217	διάρρηξη	8	3	1.5
11218	διάρροια	8	2	1.2
11219	διάσειση	8	1	0.5
11220	διάσημος	8	40	9.3
11221	διασκευή	8	10	6.9
11222	διάσκεψη	8	49	31.7
11223	διάσπαση	8	15	10.1
11224	διασπορά	8	17	8.2
11225	διάσταση	8	116	50.2
11226	διάστημα	8	230	203.7
11227	διάστιξη	8	0	0
11228	διάστιχο	8	0	0
11229	διαστολή	8	3	1.3
11230	διασχίζω	8	19	0.3
11231	διάταγμα	8	61	32.8
11232	διατρέφω	8	0	
11233	διατρέχω	8	13	0.1
11234	διάτρηση	8	1	0.7
11235	διατριβή	8	5	2.8
11236	διατροφή	8	30	12
11237	διατρυπώ	8	0	
11238	διαύγεια	8	3	2.5
11239	διαφανής	8	12	2.1
11240	διάφανος	8	4	0.2
11241	διαφέρον	8	0	0
11242	διαφεύγω	8	19	
11243	διαφθορά	8	50	25.7
11244	διάφορος	8	312	0.1
11245	διαφυγών	8	2	0.1
11246	διαφωνία	8	40	17.3
11247	διαφωνών	8	18	0.4
11248	διάχυτος	8	9	0.7
11249	διαψεύδω	8	46	0.5
11250	διάψευση	8	7	3.8
11251	δίβουλος	8	0	0.1
11252	δίγνωμος	8	0	
11253	δίδακτρα	8	8	5.3
11254	διδάκτωρ	8	4	2
11255	διδάσκων	8	9	0.4
11256	δίδραχμο	8	0	
11257	διεγείρω	8	5	0.1
11258	διέγερση	8	4	2.3
11259	διεισδύω	8	8	0
11260	διεκδικώ	8	97	0.8
11261	διέλευση	8	15	8.8
11262	διενεργώ	8	38	
11263	διέξοδος	8	23	5.9
11264	διερευνώ	8	27	0
11265	διευθετώ	8	11	
11266	διευθύνω	8	21	0.5
11267	διευρύνω	8	42	0.1
11268	διηθητός	8	0	
11269	διήμερος	8	12	0
11270	διηνεκής	8	2	0.1
11271	διθέσιος	8	1	0
11272	δικαίωμα	8	410	175.9
11273	δικαιώνω	8	39	
11274	δικαίωση	8	9	7.2
11275	δικαστής	8	75	14.8
11276	δικηγορώ	8	0	
11277	δικλείδα	8	4	1.7
11278	δίκλινος	8	1	
11279	δίκλωνος	8	0	
11280	δικτύωμα	8	0	0.1
11281	δικτυώνω	8	2	
11282	δικτύωση	8	3	2.2
11283	δίκυκλος	8	7	0
11284	δίμετρος	8	0	
11285	διμοιρία	8	2	0.6
11286	διογκώνω	8	11	
11287	διόγκωση	8	5	4.1
11288	διοίκηση	8	300	143.5
11289	διόρθωμα	8	0	0.1
11290	διορθώνω	8	49	0.4
11291	διόρθωση	8	31	14.1
11292	διούρηση	8	0	0.1
11293	διπλανός	8	16	0.6
11294	διπλωπία	8	0	0.1
11295	δίπορτος	8	0	
11296	δίπτερος	8	0	0
11297	δίπτυχος	8	1	0
11298	δίσεκτος	8	1	
11299	δισθενής	8	2	0.1
11300	δίστηλος	8	1	0
11301	δίστιχος	8	1	0
11302	δίστομος	8	3	
11303	δισχιδής	8	0	0
11304	δίτροχος	8	2	0.1
11305	δίφραγκο	8	0	0.1
11306	δίφυλλος	8	0	
11307	διχασμός	8	7	1.8
11308	διχόνοια	8	1	0.7
11309	διχοτομώ	8	1	
11310	δίχρονος	8	5	0.6
11311	διχρωμία	8	0	0.1
11312	δίχρωμος	8	0	
11313	διψήφιος	8	2	0.1
11314	διώροφος	8	4	0
11315	δοθιήνας	8	0	
11316	δοκιμάζω	8	61	0.4
11317	δόκτορας	8	1	0
11318	δολοφονώ	8	21	
11319	δομισμός	8	1	0.1
11320	δομιστής	8	0	
11321	δοξολογώ	8	0	0
11322	δούκισσα	8	1	0.6
11323	δουλικός	8	1	
11324	δούρειος	8	2	0.6
11325	δραγάτης	8	0	0.1
11326	δράκαινα	8	0	0
11327	δραπέτης	8	4	1.4
11328	δρασκελώ	8	1	
11329	δρομαίος	8	0	0
11330	δρομικός	8	0	
11331	δρόμωνας	8	0	
11332	δροσάτος	8	0	0
11333	δροσερός	8	5	0.2
11334	δρόσισμα	8	0	0
11335	δρυμώνας	8	1	0
11336	δυαδικός	8	3	0.3
11337	δυναμική	8	59	43.6
11338	δυνάμωμα	8	0	0.1
11339	δυναμώνω	8	7	
11340	δυνάστης	8	1	0.3
11341	δύσβατος	8	4	0.6
11342	δυσειδής	8	0	0
11343	δυσθυμία	8	0	0.3
11344	δύσθυμος	8	0	0.1
11345	δυσκολία	8	85	26.6
11346	δύσκολος	8	270	7.8
11347	δυσλεξία	8	1	0.5
11348	δυσμενής	8	28	2
11349	δυσοσμία	8	1	1.2
11350	δύσοσμος	8	1	0
11351	δυσπεψία	8	1	0.4
11352	δυσπιστώ	8	1	0.1
11353	δύσπνοια	8	1	0.7
11354	δυστοκία	8	2	1.7
11355	δυστροπώ	8	0	0
11356	δυστυχία	8	9	6.8
11357	δύστυχος	8	6	0.4
11358	δυστυχώς	8	113	112.8
11359	δυσφορία	8	14	11.7
11360	δυσχερής	8	8	1.9
11361	δωδεκάδα	8	1	0.9
11362	δωρήτρια	8	1	0.2
11363	δωροδοκώ	8	1	
11364	δωρόσημο	8	0	0
11365	εβδομάδα	8	240	139.4
11366	εβένινος	8	0	
11367	εβραϊκός	8	12	0.1
11368	εγγλέζος	8	4	1.1
11369	έγγραφος	8	180	0.1
11370	εγγυητής	8	4	1.8
11371	εγγύτητα	8	1	0.8
11372	εγγυώμαι	8	31	0.5
11373	εγκαίνια	8	16	13.6
11374	έγκαιρος	8	31	0.3
11375	εγκάρδια	8	2	1.5
11376	εγκάρσια	8	2	2
11377	έγκειται	8	12	12
11378	εγκόλπιο	8	1	0.2
11379	εγκόσμια	8	1	1.2
11380	εγκρατής	8	0	0.2
11381	εγκρεμός	8	0	0
11382	έγκριτος	8	4	0.6
11383	εγκυμονώ	8	7	0
11384	εγχάραξη	8	0	0
11385	έγχορδος	8	3	
11386	έγχρωμος	8	15	0.8
11387	εγχώριος	8	40	0.3
11388	εγωισμός	8	4	1.3
11389	εγωιστής	8	1	0.6
11390	εγωπαθής	8	0	0.1
11391	εδαφικός	8	21	0.1
11392	εδραιώνω	8	12	0
11393	εδραίωση	8	5	4.2
11394	εδώδιμος	8	1	0.1
11395	εθιμικός	8	2	0
11396	εθνάρχης	8	1	0.4
11397	εθνισμός	8	0	0
11398	εθνόσημο	8	1	0.6
11399	εθνότητα	8	5	0.9
11400	ειδάλλως	8	2	2.4
11401	ειδεχθής	8	1	0.2
11402	ειδικεύω	8	21	
11403	ειδοποιώ	8	25	0
11404	ειδύλλιο	8	3	1.9
11405	είθισται	8	4	3.5
11406	εικονίζω	8	3	
11407	εικοσάδα	8	0	0.2
11408	εικοσάρα	8	0	0
11409	εικοστός	8	6	0.8
11410	ειρηνεύω	8	0	0
11411	ειρωνεία	8	14	11.3
11412	εισαγωγή	8	140	74.6
11413	εισακούω	8	3	0
11414	εισβάλλω	8	17	0
11415	εισήγηση	8	46	25.9
11416	εισόδημα	8	162	62.3
11417	είσπραξη	8	32	10.9
11418	εκάστοτε	8	30	30
11419	εκατόμβη	8	1	0.6
11420	εκατοστή	8	5	1
11421	εκβαθύνω	8	0	
11422	εκδηλώνω	8	124	0
11423	εκδήλωση	8	142	53.9
11424	εκδικάζω	8	10	
11425	εκδίκαση	8	10	7.3
11426	εκδίκηση	8	8	5.7
11427	εκδορέας	8	0	
11428	εκδότρια	8	3	1.9
11429	εκδοχέας	8	0	0.1
11430	εκζήτηση	8	1	0.3
11431	έκθαμβος	8	1	0.5
11432	εκθειάζω	8	3	
11433	εκκενώνω	8	4	
11434	εκκένωση	8	4	2
11435	εκκίνηση	8	17	8.4
11436	εκκλησιά	8	9	1.3
11437	εκκλησία	8	119	53.7
11438	εκκόλαψη	8	1	0.3
11439	εκκρεμές	8	10	1.8
11440	εκκρεμής	8	13	0.8
11441	εκλαμψία	8	0	0
11442	εκλέγειν	8	1	0.9
11443	εκλεκτός	8	15	3
11444	εκλιπαρώ	8	2	0
11445	εκλογέας	8	5	0.2
11446	εκμαγείο	8	1	0.3
11447	εκμάθηση	8	13	7.3
11448	εκμαιεύω	8	1	
11449	εκούσιος	8	4	0
11450	έκπαγλος	8	0	
11451	εκπεσμός	8	0	
11452	εκπηγάζω	8	0	
11453	εκπλήσσω	8	31	
11454	εκπλήττω	8	29	
11455	εκποίηση	8	5	3.4
11456	εκπόνηση	8	17	13.8
11457	έκπτωτος	8	4	1.3
11458	εκριζώνω	8	0	
11459	εκρίζωση	8	1	0.4
11460	έκρυθμος	8	2	
11461	έκτακτος	8	62	0.6
11462	εκτέλεση	8	96	63
11463	εκτίμηση	8	145	68
11464	εκτίναξη	8	3	2.7
11465	εκτονώνω	8	9	0
11466	εκτόνωση	8	12	8
11467	εκτοξεύω	8	19	0
11468	εκτοπίζω	8	7	
11469	εκτόπιση	8	4	1.6
11470	εκτύλιξη	8	0	0
11471	εκτυπώνω	8	4	
11472	εκτύπωση	8	19	8.4
11473	εκφοβίζω	8	1	
11474	εκφυλίζω	8	4	
11475	εκφύλιση	8	0	0.1
11476	εκφύομαι	8	1	
11477	εκφώνημα	8	0	0
11478	εκφώνηση	8	2	1.2
11479	εκχυλίζω	8	0	
11480	εκχύλιση	8	3	1.3
11481	εκχύμωση	8	0	0.1
11482	εκχώρηση	8	8	6.2
11483	ελαιώδης	8	0	0
11484	ελαιώνας	8	5	0.6
11485	ελαστίνη	8	0	0.3
11486	ελατήριο	8	8	2.8
11487	ελάτινος	8	0	
11488	ελάττωμα	8	6	2.4
11489	ελαττώνω	8	11	
11490	ελάττωση	8	5	3.9
11491	ελαφράδα	8	0	0.4
11492	ελάφρωμα	8	0	0.1
11493	ελαφρώνω	8	0	
11494	ελβετική	8	4	3.3
11495	ελγίνεια	8	1	0.6
11496	ελεγκτής	8	33	3.7
11497	ελεεινός	8	2	0.3
11498	ελικωτός	8	0	0
11499	ελιξίριο	8	1	0.4
11500	ελκτικός	8	1	0
11501	έλλειμμα	8	90	48.2
11502	ελλείπων	8	1	0
11503	ελλείψει	8	7	7.3
11504	ελληνίδα	8	17	8.4
11505	ελλοχεύω	8	4	
11506	ελονοσία	8	2	1
11507	εμβαθύνω	8	3	0.1
11508	εμβέλεια	8	12	4.5
11509	εμβολίζω	8	0	
11510	εμβριθής	8	1	0.1
11511	εμετικός	8	0	
11512	εμιγκρές	8	1	0.1
11513	έμμετρος	8	1	0.1
11514	έμμισθος	8	2	0.4
11515	έμμορφος	8	0	
11516	εμπάθεια	8	2	1.2
11517	εμπάργκο	8	11	11.2
11518	εμπεδώνω	8	5	
11519	εμπέδωση	8	4	3.4
11520	εμπειρία	8	137	91.9
11521	έμπειρος	8	21	4.5
11522	έμπιστος	8	3	0.9
11523	έμπνευση	8	21	11.1
11524	εμποδίζω	8	61	0.1
11525	εμπορείο	8	0	0.3
11526	εμποτίζω	8	1	0
11527	εμπότιση	8	0	0.1
11528	εμφανίζω	8	322	0.1
11529	εμφάνιση	8	104	71.7
11530	έμφραγμα	8	5	3.2
11531	εμφύλιος	8	28	5.6
11532	εμφύσημα	8	0	0.3
11533	εμφύσηση	8	0	0.2
11534	εμφυτεύω	8	2	
11535	εμψυχώνω	8	2	
11536	εμψύχωση	8	0	0.2
11537	ενάγουσα	8	1	0.2
11538	εναγώνια	8	3	0.6
11539	εναέριος	8	28	1.7
11540	εναλλαγή	8	11	5.7
11541	ενάμισης	8	27	0.4
11542	εναντίον	8	175	175
11543	ενάντιος	8	29	0.1
11544	ενάργεια	8	1	0.7
11545	ενάρετος	8	1	0.1
11546	έναρθρος	8	0	0
11547	ενάσκηση	8	1	0.4
11548	έναστρος	8	1	0.2
11549	ενδεκάδα	8	23	19.5
11550	ενδοχώρα	8	4	2.8
11551	ενεδρεύω	8	0	
11552	ενενήντα	8	8	7.5
11553	ενέργεια	8	237	69.7
11554	ενέσιμος	8	1	
11555	ενετικός	8	1	0
11556	ενήλικας	8	21	0.5
11557	ενήλικος	8	30	0.7
11558	ενήμερος	8	7	2.4
11559	ένθερμος	8	5	1.8
11560	ενθύμημα	8	0	0
11561	ενθύμηση	8	0	0.1
11562	ενθυμίζω	8	0	0
11563	ενίσχυση	8	152	97.7
11564	ενορίτης	8	0	0
11565	ενοχικός	8	1	
11566	ενόχλημα	8	0	0.1
11567	ενόχληση	8	8	3.5
11568	ενσκήπτω	8	1	
11569	ενσπείρω	8	1	0
11570	ένστικτο	8	8	5.5
11571	ένστολος	8	3	0.1
11572	εντάφιος	8	0	
11573	εντέλεια	8	1	1.2
11574	εντεύθεν	8	3	2.6
11575	έντεχνος	8	6	0.2
11576	εντοπίζω	8	80	0.2
11577	εντόπιος	8	1	0.1
11578	εντόπιση	8	2	1.2
11579	εντόσθια	8	1	0.5
11580	έντρομος	8	4	1
11581	εντροπία	8	2	0.7
11582	εντύπωση	8	111	72.4
11583	ενυδρείο	8	1	0.4
11584	ενύπαρξη	8	0	0
11585	ενυπάρχω	8	2	
11586	ενύπνιος	8	0	0
11587	ενωτικός	8	9	1.1
11588	εξαγιάζω	8	0	0
11589	εξαγνίζω	8	1	
11590	εξάγωνος	8	0	
11591	εξαδέλφη	8	1	1
11592	εξαδικός	8	0	
11593	εξαερίζω	8	0	
11594	εξαερώνω	8	0	
11595	εξαέρωση	8	1	0.5
11596	εξαίρεση	8	86	58
11597	εξαίσιος	8	3	0.1
11598	εξαιτίας	8	74	74.3
11599	εξαλείφω	8	13	0
11600	εξάλειψη	8	10	8.5
11601	εξαλλαγή	8	0	0
11602	εξαμελής	8	1	0.1
11603	εξαμηνία	8	0	
11604	εξάμηνος	8	45	0.1
11605	εξάνθημα	8	2	1
11606	εξαντρίκ	8	0	0
11607	εξαπίνης	8	0	0.3
11608	εξαπλώνω	8	6	
11609	εξάπλωση	8	11	8.2
11610	εξαπολύω	8	18	
11611	εξάρτημα	8	16	2.7
11612	εξάρτηση	8	19	10.5
11613	εξάρτιση	8	0	0.1
11614	εξάρτυση	8	0	0.3
11615	εξασθενώ	8	4	
11616	εξάσκηση	8	6	3.9
11617	εξατμίζω	8	3	
11618	εξάτμιση	8	6	3.2
11619	εξάτομος	8	0	
11620	εξαϋλώνω	8	1	
11621	εξαΰλωση	8	0	0.1
11622	εξάχνωση	8	1	0.3
11623	εξεγείρω	8	8	
11624	εξέγερση	8	20	11.7
11625	εξελίσσω	8	191	
11626	εξέλκωση	8	0	0
11627	εξερευνώ	8	5	0.1
11628	εξεύρεση	8	19	14.8
11629	εξηντάρα	8	0	
11630	εξιλεώνω	8	1	
11631	εξιλέωση	8	1	0.6
11632	εξιστορώ	8	3	
11633	εξιτήριο	8	1	0.6
11634	εξόγκωμα	8	0	0.2
11635	εξογκώνω	8	1	
11636	εξόγκωση	8	0	0.1
11637	εξοίδηση	8	0	0.1
11638	εξοκέλλω	8	0	
11639	εξοντώνω	8	6	
11640	εξόντωση	8	7	4.5
11641	εξοπλίζω	8	14	
11642	εξοργίζω	8	8	
11643	εξορκίζω	8	2	0.1
11644	εξόρμηση	8	6	2.8
11645	εξορύσσω	8	1	
11646	εξόφληση	8	14	9.7
11647	εξοχικός	8	8	0
11648	εξυβρίζω	8	1	
11649	εξύβριση	8	2	1.7
11650	εξύμνηση	8	0	0.3
11651	εξυπνάδα	8	3	2.2
11652	εξυφαίνω	8	1	0
11653	εξύφανση	8	0	0
11654	εξωγαμία	8	0	0.1
11655	εξώγαμος	8	1	
11656	εξωγενής	8	5	0.5
11657	εξώδικος	8	5	0.1
11658	εξωκλήσι	8	0	0.1
11659	εξωμότης	8	0	0
11660	εξώπορτα	8	3	2.7
11661	εξωραΐζω	8	2	0
11662	εξώτερος	8	1	0.1
11663	εξωτικός	8	7	0.2
11664	εξώφυλλο	8	8	5.1
11665	εορτάζων	8	1	0.2
11666	επαιτεία	8	1	0.5
11667	επάκτιος	8	0	
11668	επαλείφω	8	0	
11669	επάλειψη	8	1	0.3
11670	επανακτώ	8	2	0
11671	επάνοδος	8	7	1.9
11672	επάρατος	8	1	0.1
11673	επάρκεια	8	17	12.1
11674	επαυξάνω	8	3	0
11675	επαύξηση	8	1	0.7
11676	επαύριον	8	0	0.3
11677	επέκταση	8	81	57.5
11678	επελαύνω	8	1	
11679	επέλευση	8	1	0.5
11680	επέμβαση	8	62	35.1
11681	επένδυση	8	194	26.5
11682	επενεργώ	8	2	
11683	επέτειος	8	20	4.1
11684	επευφημώ	8	1	
11685	επηρεάζω	8	131	0.1
11686	επίατρος	8	0	
11687	επιβαίνω	8	5	
11688	επιβάλλω	8	203	0.2
11689	επιβάτης	8	46	2.5
11690	επιβιώνω	8	22	0.1
11691	επιβίωση	8	25	11.5
11692	επιβλέπω	8	6	0.1
11693	επίβλεψη	8	12	9
11694	επιβουλή	8	1	0.8
11695	επιγαμία	8	0	0
11696	επίγειος	8	6	0.2
11697	επίγνωση	8	8	7.9
11698	επίγονος	8	2	0.1
11699	επιγραφή	8	15	7
11700	επιγράφω	8	1	
11701	επίδειξη	8	22	15.3
11702	επιδέξια	8	2	1.5
11703	επιδημία	8	8	3
11704	επίδικος	8	5	0.1
11705	επιδιώκω	8	123	1
11706	επιδίωξη	8	31	16.7
11707	επίδοξος	8	8	1
11708	επίδραση	8	52	34.2
11709	επιδρομή	8	16	5.4
11710	επιεικής	8	4	0.9
11711	επίζηλος	8	1	0
11712	επιζήμια	8	2	2.2
11713	επιζήσας	8	1	0.2
11714	επιθεωρώ	8	8	
11715	επιθήλιο	8	5	3.2
11716	επιθυμία	8	55	40.3
11717	επίκληση	8	11	9.3
11718	επικολλώ	8	1	0
11719	επικουρώ	8	3	
11720	επικρατώ	8	96	
11721	επικρίνω	8	23	0.1
11722	επίκριση	8	10	0.6
11723	επικροτώ	8	6	0.6
11724	επιλαχών	8	4	0.9
11725	επιληψία	8	1	0.4
11726	επίλογος	8	5	2.7
11727	επίμαχος	8	25	0.3
11728	επιμελής	8	2	0.7
11729	επιμένων	8	0	0.1
11730	επίμετρο	8	1	0.9
11731	επιμετρώ	8	0	
11732	επιμήκης	8	3	0.6
11733	επίμονος	8	17	0.8
11734	επιμύθιο	8	1	0.8
11735	επίνευση	8	0	0.1
11736	επινόημα	8	0	0.1
11737	επινόηση	8	5	2.8
11738	επιορκία	8	0	0.1
11739	επίορκος	8	3	0.3
11740	επίπαγος	8	0	0
11741	επίπεδος	8	444	1.9
11742	επιπίπτω	8	1	
11743	επιπλέον	8	141	141.4
11744	επίπληξη	8	2	1.3
11745	επιπλοκή	8	3	0.2
11746	επιπλώνω	8	2	
11747	επίπλωση	8	1	0.9
